strike,volume,option_type,contract_symbol,contract_display_name,contract_display_name_abbreviated,,strike price text,volume text
800,34,CALL,TSLA260417C00800000,"TSLA Apr 17, 2026 800.00 call",TSLA 04/17/26 800.0C,,800 Strike price TSLA,34 Volume
770,34,CALL,TSLA260821C00770000,"TSLA Aug 21, 2026 770.00 call",TSLA 08/21/26 770.0C,,770 Strike price TSLA,34 Volume
650,34,CALL,TSLA271217C00650000,"TSLA Dec 17, 2027 650.00 call",TSLA 12/17/27 650.0C,,650 Strike price TSLA,34 Volume
240,34,PUT,TSLA260618P00240000,"TSLA Jun 18, 2026 240.00 put",TSLA 06/18/26 240.0P,,240 Strike price TSLA,34 Volume
680,34,CALL,TSLA251121C00680000,"TSLA Nov 21, 2025 680.00 call",TSLA 11/21/25 680.0C,,680 Strike price TSLA,34 Volume
5,33,PUT,TSLA260618P00005000,"TSLA Jun 18, 2026 5.00 put",TSLA 06/18/26 5.0P,,5 Strike price TSLA,33 Volume
870,33,CALL,TSLA260320C00870000,"TSLA Mar 20, 2026 870.00 call",TSLA 03/20/26 870.0C,,870 Strike price TSLA,33 Volume
250,33,PUT,TSLA260821P00250000,"TSLA Aug 21, 2026 250.00 put",TSLA 08/21/26 250.0P,,250 Strike price TSLA,33 Volume
665,33,CALL,TSLA251219C00665000,"TSLA Dec 19, 2025 665.00 call",TSLA 12/19/25 665.0C,,665 Strike price TSLA,33 Volume
700,33,CALL,TSLA260717C00700000,"TSLA Jul 17, 2026 700.00 call",TSLA 07/17/26 700.0C,,700 Strike price TSLA,33 Volume
460,33,PUT,TSLA260320P00460000,"TSLA Mar 20, 2026 460.00 put",TSLA 03/20/26 460.0P,,460 Strike price TSLA,33 Volume
190,33,PUT,TSLA251128P00190000,"TSLA Nov 28, 2025 190.00 put",TSLA 11/28/25 190.0P,,190 Strike price TSLA,33 Volume
385,33,PUT,TSLA251205P00385000,"TSLA Dec 5, 2025 385.00 put",TSLA 12/05/25 385.0P,,385 Strike price TSLA,33 Volume
435,33,CALL,TSLA251205C00435000,"TSLA Dec 5, 2025 435.00 call",TSLA 12/05/25 435.0C,,435 Strike price TSLA,33 Volume
180,33,CALL,TSLA251114C00180000,"TSLA Nov 14, 2025 180.00 call",TSLA 11/14/25 180.0C,,180 Strike price TSLA,33 Volume
490,33,CALL,TSLA260320C00490000,"TSLA Mar 20, 2026 490.00 call",TSLA 03/20/26 490.0C,,490 Strike price TSLA,33 Volume
405,33,CALL,TSLA251114C00405000,"TSLA Nov 14, 2025 405.00 call",TSLA 11/14/25 405.0C,,405 Strike price TSLA,33 Volume
235,33,PUT,TSLA251121P00235000,"TSLA Nov 21, 2025 235.00 put",TSLA 11/21/25 235.0P,,235 Strike price TSLA,33 Volume
240,33,PUT,TSLA251205P00240000,"TSLA Dec 5, 2025 240.00 put",TSLA 12/05/25 240.0P,,240 Strike price TSLA,33 Volume
370,33,CALL,TSLA251219C00370000,"TSLA Dec 19, 2025 370.00 call",TSLA 12/19/25 370.0C,,370 Strike price TSLA,33 Volume
210,32,PUT,TSLA260717P00210000,"TSLA Jul 17, 2026 210.00 put",TSLA 07/17/26 210.0P,,210 Strike price TSLA,32 Volume
530,32,CALL,TSLA260320C00530000,"TSLA Mar 20, 2026 530.00 call",TSLA 03/20/26 530.0C,,530 Strike price TSLA,32 Volume
5,32,CALL,TSLA280121C00005000,"TSLA Jan 21, 2028 5.00 call",TSLA 01/21/28 5.0C,,5 Strike price TSLA,32 Volume
270,32,PUT,TSLA260618P00270000,"TSLA Jun 18, 2026 270.00 put",TSLA 06/18/26 270.0P,,270 Strike price TSLA,32 Volume
300,32,CALL,TSLA271217C00300000,"TSLA Dec 17, 2027 300.00 call",TSLA 12/17/27 300.0C,,300 Strike price TSLA,32 Volume
420,32,CALL,TSLA260618C00420000,"TSLA Jun 18, 2026 420.00 call",TSLA 06/18/26 420.0C,,420 Strike price TSLA,32 Volume
210,32,PUT,TSLA260618P00210000,"TSLA Jun 18, 2026 210.00 put",TSLA 06/18/26 210.0P,,210 Strike price TSLA,32 Volume
400,32,CALL,TSLA260417C00400000,"TSLA Apr 17, 2026 400.00 call",TSLA 04/17/26 400.0C,,400 Strike price TSLA,32 Volume
280,32,PUT,TSLA251128P00280000,"TSLA Nov 28, 2025 280.00 put",TSLA 11/28/25 280.0P,,280 Strike price TSLA,32 Volume
380,32,CALL,TSLA260417C00380000,"TSLA Apr 17, 2026 380.00 call",TSLA 04/17/26 380.0C,,380 Strike price TSLA,32 Volume
420,32,PUT,TSLA260618P00420000,"TSLA Jun 18, 2026 420.00 put",TSLA 06/18/26 420.0P,,420 Strike price TSLA,32 Volume
690,32,CALL,TSLA251114C00690000,"TSLA Nov 14, 2025 690.00 call",TSLA 11/14/25 690.0C,,690 Strike price TSLA,32 Volume
360,32,PUT,TSLA270617P00360000,"TSLA Jun 17, 2027 360.00 put",TSLA 06/17/27 360.0P,,360 Strike price TSLA,32 Volume
470,32,PUT,TSLA260417P00470000,"TSLA Apr 17, 2026 470.00 put",TSLA 04/17/26 470.0P,,470 Strike price TSLA,32 Volume
800,31,CALL,TSLA260220C00800000,"TSLA Feb 20, 2026 800.00 call",TSLA 02/20/26 800.0C,,800 Strike price TSLA,31 Volume
190,31,PUT,TSLA260618P00190000,"TSLA Jun 18, 2026 190.00 put",TSLA 06/18/26 190.0P,,190 Strike price TSLA,31 Volume
180,31,PUT,TSLA260618P00180000,"TSLA Jun 18, 2026 180.00 put",TSLA 06/18/26 180.0P,,180 Strike price TSLA,31 Volume
590,31,CALL,TSLA260918C00590000,"TSLA Sep 18, 2026 590.00 call",TSLA 09/18/26 590.0C,,590 Strike price TSLA,31 Volume
320,31,PUT,TSLA261218P00320000,"TSLA Dec 18, 2026 320.00 put",TSLA 12/18/26 320.0P,,320 Strike price TSLA,31 Volume
560,31,CALL,TSLA251212C00560000,"TSLA Dec 12, 2025 560.00 call",TSLA 12/12/25 560.0C,,560 Strike price TSLA,31 Volume
730,31,CALL,TSLA270115C00730000,"TSLA Jan 15, 2027 730.00 call",TSLA 01/15/27 730.0C,,730 Strike price TSLA,31 Volume
350,31,CALL,TSLA251114C00350000,"TSLA Nov 14, 2025 350.00 call",TSLA 11/14/25 350.0C,,350 Strike price TSLA,31 Volume
310,31,PUT,TSLA260417P00310000,"TSLA Apr 17, 2026 310.00 put",TSLA 04/17/26 310.0P,,310 Strike price TSLA,31 Volume
250,31,CALL,TSLA280121C00250000,"TSLA Jan 21, 2028 250.00 call",TSLA 01/21/28 250.0C,,250 Strike price TSLA,31 Volume
450,31,PUT,TSLA260918P00450000,"TSLA Sep 18, 2026 450.00 put",TSLA 09/18/26 450.0P,,450 Strike price TSLA,31 Volume
440,31,PUT,TSLA260918P00440000,"TSLA Sep 18, 2026 440.00 put",TSLA 09/18/26 440.0P,,440 Strike price TSLA,31 Volume
347.5,31,CALL,TSLA251114C00347500,"TSLA Nov 14, 2025 347.50 call",TSLA 11/14/25 347.5C,,348 Strike price TSLA,31 Volume
300,31,CALL,TSLA260220C00300000,"TSLA Feb 20, 2026 300.00 call",TSLA 02/20/26 300.0C,,300 Strike price TSLA,31 Volume
460,31,CALL,TSLA260918C00460000,"TSLA Sep 18, 2026 460.00 call",TSLA 09/18/26 460.0C,,460 Strike price TSLA,31 Volume
650,31,CALL,TSLA260717C00650000,"TSLA Jul 17, 2026 650.00 call",TSLA 07/17/26 650.0C,,650 Strike price TSLA,31 Volume
360,31,PUT,TSLA251205P00360000,"TSLA Dec 5, 2025 360.00 put",TSLA 12/05/25 360.0P,,360 Strike price TSLA,31 Volume
255,31,PUT,TSLA251205P00255000,"TSLA Dec 5, 2025 255.00 put",TSLA 12/05/25 255.0P,,255 Strike price TSLA,31 Volume
190,31,PUT,TSLA270115P00190000,"TSLA Jan 15, 2027 190.00 put",TSLA 01/15/27 190.0P,,190 Strike price TSLA,31 Volume
860,30,CALL,TSLA260618C00860000,"TSLA Jun 18, 2026 860.00 call",TSLA 06/18/26 860.0C,,860 Strike price TSLA,30 Volume
120,30,PUT,TSLA260116P00120000,"TSLA Jan 16, 2026 120.00 put",TSLA 01/16/26 120.0P,,120 Strike price TSLA,30 Volume
780,30,CALL,TSLA260918C00780000,"TSLA Sep 18, 2026 780.00 call",TSLA 09/18/26 780.0C,,780 Strike price TSLA,30 Volume
20,30,PUT,TSLA260618P00020000,"TSLA Jun 18, 2026 20.00 put",TSLA 06/18/26 20.0P,,20 Strike price TSLA,30 Volume
450,30,PUT,TSLA260618P00450000,"TSLA Jun 18, 2026 450.00 put",TSLA 06/18/26 450.0P,,450 Strike price TSLA,30 Volume
285,30,PUT,TSLA260417P00285000,"TSLA Apr 17, 2026 285.00 put",TSLA 04/17/26 285.0P,,285 Strike price TSLA,30 Volume
360,30,CALL,TSLA260918C00360000,"TSLA Sep 18, 2026 360.00 call",TSLA 09/18/26 360.0C,,360 Strike price TSLA,30 Volume
415,30,CALL,TSLA251121C00415000,"TSLA Nov 21, 2025 415.00 call",TSLA 11/21/25 415.0C,,415 Strike price TSLA,30 Volume
510,30,CALL,TSLA270617C00510000,"TSLA Jun 17, 2027 510.00 call",TSLA 06/17/27 510.0C,,510 Strike price TSLA,30 Volume
460,30,CALL,TSLA280121C00460000,"TSLA Jan 21, 2028 460.00 call",TSLA 01/21/28 460.0C,,460 Strike price TSLA,30 Volume
430,30,CALL,TSLA251205C00430000,"TSLA Dec 5, 2025 430.00 call",TSLA 12/05/25 430.0C,,430 Strike price TSLA,30 Volume
440,30,CALL,TSLA280121C00440000,"TSLA Jan 21, 2028 440.00 call",TSLA 01/21/28 440.0C,,440 Strike price TSLA,30 Volume
165,30,PUT,TSLA251219P00165000,"TSLA Dec 19, 2025 165.00 put",TSLA 12/19/25 165.0P,,165 Strike price TSLA,30 Volume
520,30,CALL,TSLA260417C00520000,"TSLA Apr 17, 2026 520.00 call",TSLA 04/17/26 520.0C,,520 Strike price TSLA,30 Volume
150,30,CALL,TSLA260618C00150000,"TSLA Jun 18, 2026 150.00 call",TSLA 06/18/26 150.0C,,150 Strike price TSLA,30 Volume
530,30,CALL,TSLA251212C00530000,"TSLA Dec 12, 2025 530.00 call",TSLA 12/12/25 530.0C,,530 Strike price TSLA,30 Volume
460,30,PUT,TSLA260821P00460000,"TSLA Aug 21, 2026 460.00 put",TSLA 08/21/26 460.0P,,460 Strike price TSLA,30 Volume
335,30,PUT,TSLA260320P00335000,"TSLA Mar 20, 2026 335.00 put",TSLA 03/20/26 335.0P,,335 Strike price TSLA,30 Volume
350,30,PUT,TSLA260717P00350000,"TSLA Jul 17, 2026 350.00 put",TSLA 07/17/26 350.0P,,350 Strike price TSLA,30 Volume
370,30,PUT,TSLA260220P00370000,"TSLA Feb 20, 2026 370.00 put",TSLA 02/20/26 370.0P,,370 Strike price TSLA,30 Volume
390,30,CALL,TSLA251114C00390000,"TSLA Nov 14, 2025 390.00 call",TSLA 11/14/25 390.0C,,390 Strike price TSLA,30 Volume
95,30,PUT,TSLA251219P00095000,"TSLA Dec 19, 2025 95.00 put",TSLA 12/19/25 95.0P,,95 Strike price TSLA,30 Volume
430,30,CALL,TSLA260618C00430000,"TSLA Jun 18, 2026 430.00 call",TSLA 06/18/26 430.0C,,430 Strike price TSLA,30 Volume
230,30,PUT,TSLA251114P00230000,"TSLA Nov 14, 2025 230.00 put",TSLA 11/14/25 230.0P,,230 Strike price TSLA,30 Volume
850,30,CALL,TSLA280121C00850000,"TSLA Jan 21, 2028 850.00 call",TSLA 01/21/28 850.0C,,850 Strike price TSLA,30 Volume
350,30,CALL,TSLA251107C00350000,"TSLA Nov 7, 2025 350.00 call",TSLA 11/07/25 350.0C,,350 Strike price TSLA,30 Volume
270,30,PUT,TSLA260821P00270000,"TSLA Aug 21, 2026 270.00 put",TSLA 08/21/26 270.0P,,270 Strike price TSLA,30 Volume
680,29,CALL,TSLA260515C00680000,"TSLA May 15, 2026 680.00 call",TSLA 05/15/26 680.0C,,680 Strike price TSLA,29 Volume
475,29,CALL,TSLA251212C00475000,"TSLA Dec 12, 2025 475.00 call",TSLA 12/12/25 475.0C,,475 Strike price TSLA,29 Volume
750,29,CALL,TSLA260116C00750000,"TSLA Jan 16, 2026 750.00 call",TSLA 01/16/26 750.0C,,750 Strike price TSLA,29 Volume
460,29,PUT,TSLA260618P00460000,"TSLA Jun 18, 2026 460.00 put",TSLA 06/18/26 460.0P,,460 Strike price TSLA,29 Volume
940,29,CALL,TSLA260717C00940000,"TSLA Jul 17, 2026 940.00 call",TSLA 07/17/26 940.0C,,940 Strike price TSLA,29 Volume
350,29,PUT,TSLA260918P00350000,"TSLA Sep 18, 2026 350.00 put",TSLA 09/18/26 350.0P,,350 Strike price TSLA,29 Volume
560,29,CALL,TSLA270115C00560000,"TSLA Jan 15, 2027 560.00 call",TSLA 01/15/27 560.0C,,560 Strike price TSLA,29 Volume
610,29,CALL,TSLA260116C00610000,"TSLA Jan 16, 2026 610.00 call",TSLA 01/16/26 610.0C,,610 Strike price TSLA,29 Volume
280,29,PUT,TSLA251219P00280000,"TSLA Dec 19, 2025 280.00 put",TSLA 12/19/25 280.0P,,280 Strike price TSLA,29 Volume
545,29,PUT,TSLA260116P00545000,"TSLA Jan 16, 2026 545.00 put",TSLA 01/16/26 545.0P,,545 Strike price TSLA,29 Volume
520,29,PUT,TSLA251121P00520000,"TSLA Nov 21, 2025 520.00 put",TSLA 11/21/25 520.0P,,520 Strike price TSLA,29 Volume
780,29,CALL,TSLA260320C00780000,"TSLA Mar 20, 2026 780.00 call",TSLA 03/20/26 780.0C,,780 Strike price TSLA,29 Volume
850,29,CALL,TSLA251205C00850000,"TSLA Dec 5, 2025 850.00 call",TSLA 12/05/25 850.0C,,850 Strike price TSLA,29 Volume
35,29,PUT,TSLA271217P00035000,"TSLA Dec 17, 2027 35.00 put",TSLA 12/17/27 35.0P,,35 Strike price TSLA,29 Volume
415,28,CALL,TSLA251212C00415000,"TSLA Dec 12, 2025 415.00 call",TSLA 12/12/25 415.0C,,415 Strike price TSLA,28 Volume
230,28,PUT,TSLA251205P00230000,"TSLA Dec 5, 2025 230.00 put",TSLA 12/05/25 230.0P,,230 Strike price TSLA,28 Volume
380,28,PUT,TSLA260417P00380000,"TSLA Apr 17, 2026 380.00 put",TSLA 04/17/26 380.0P,,380 Strike price TSLA,28 Volume
445,28,CALL,TSLA260417C00445000,"TSLA Apr 17, 2026 445.00 call",TSLA 04/17/26 445.0C,,445 Strike price TSLA,28 Volume
320,28,PUT,TSLA260417P00320000,"TSLA Apr 17, 2026 320.00 put",TSLA 04/17/26 320.0P,,320 Strike price TSLA,28 Volume
600,28,CALL,TSLA260417C00600000,"TSLA Apr 17, 2026 600.00 call",TSLA 04/17/26 600.0C,,600 Strike price TSLA,28 Volume
480,28,PUT,TSLA260717P00480000,"TSLA Jul 17, 2026 480.00 put",TSLA 07/17/26 480.0P,,480 Strike price TSLA,28 Volume
300,28,CALL,TSLA251121C00300000,"TSLA Nov 21, 2025 300.00 call",TSLA 11/21/25 300.0C,,300 Strike price TSLA,28 Volume
200,28,CALL,TSLA251219C00200000,"TSLA Dec 19, 2025 200.00 call",TSLA 12/19/25 200.0C,,200 Strike price TSLA,28 Volume
320,28,PUT,TSLA260821P00320000,"TSLA Aug 21, 2026 320.00 put",TSLA 08/21/26 320.0P,,320 Strike price TSLA,28 Volume
345,28,PUT,TSLA251205P00345000,"TSLA Dec 5, 2025 345.00 put",TSLA 12/05/25 345.0P,,345 Strike price TSLA,28 Volume
640,28,CALL,TSLA251128C00640000,"TSLA Nov 28, 2025 640.00 call",TSLA 11/28/25 640.0C,,640 Strike price TSLA,28 Volume
575,28,CALL,TSLA260116C00575000,"TSLA Jan 16, 2026 575.00 call",TSLA 01/16/26 575.0C,,575 Strike price TSLA,28 Volume
600,28,CALL,TSLA260821C00600000,"TSLA Aug 21, 2026 600.00 call",TSLA 08/21/26 600.0C,,600 Strike price TSLA,28 Volume
290,28,PUT,TSLA260618P00290000,"TSLA Jun 18, 2026 290.00 put",TSLA 06/18/26 290.0P,,290 Strike price TSLA,28 Volume
660,28,CALL,TSLA260618C00660000,"TSLA Jun 18, 2026 660.00 call",TSLA 06/18/26 660.0C,,660 Strike price TSLA,28 Volume
670,28,CALL,TSLA260515C00670000,"TSLA May 15, 2026 670.00 call",TSLA 05/15/26 670.0C,,670 Strike price TSLA,28 Volume
430,28,CALL,TSLA260918C00430000,"TSLA Sep 18, 2026 430.00 call",TSLA 09/18/26 430.0C,,430 Strike price TSLA,28 Volume
700,28,CALL,TSLA260515C00700000,"TSLA May 15, 2026 700.00 call",TSLA 05/15/26 700.0C,,700 Strike price TSLA,28 Volume
365,27,CALL,TSLA251219C00365000,"TSLA Dec 19, 2025 365.00 call",TSLA 12/19/25 365.0C,,365 Strike price TSLA,27 Volume
820,27,CALL,TSLA251212C00820000,"TSLA Dec 12, 2025 820.00 call",TSLA 12/12/25 820.0C,,820 Strike price TSLA,27 Volume
420,27,CALL,TSLA260515C00420000,"TSLA May 15, 2026 420.00 call",TSLA 05/15/26 420.0C,,420 Strike price TSLA,27 Volume
390,27,CALL,TSLA260618C00390000,"TSLA Jun 18, 2026 390.00 call",TSLA 06/18/26 390.0C,,390 Strike price TSLA,27 Volume
200,27,PUT,TSLA270115P00200000,"TSLA Jan 15, 2027 200.00 put",TSLA 01/15/27 200.0P,,200 Strike price TSLA,27 Volume
660,27,CALL,TSLA251128C00660000,"TSLA Nov 28, 2025 660.00 call",TSLA 11/28/25 660.0C,,660 Strike price TSLA,27 Volume
285,27,PUT,TSLA251219P00285000,"TSLA Dec 19, 2025 285.00 put",TSLA 12/19/25 285.0P,,285 Strike price TSLA,27 Volume
350,27,CALL,TSLA251219C00350000,"TSLA Dec 19, 2025 350.00 call",TSLA 12/19/25 350.0C,,350 Strike price TSLA,27 Volume
555,27,CALL,TSLA251212C00555000,"TSLA Dec 12, 2025 555.00 call",TSLA 12/12/25 555.0C,,555 Strike price TSLA,27 Volume
830,27,CALL,TSLA251212C00830000,"TSLA Dec 12, 2025 830.00 call",TSLA 12/12/25 830.0C,,830 Strike price TSLA,27 Volume
325,27,PUT,TSLA260116P00325000,"TSLA Jan 16, 2026 325.00 put",TSLA 01/16/26 325.0P,,325 Strike price TSLA,27 Volume
555,27,CALL,TSLA251205C00555000,"TSLA Dec 5, 2025 555.00 call",TSLA 12/05/25 555.0C,,555 Strike price TSLA,27 Volume
375,27,CALL,TSLA260417C00375000,"TSLA Apr 17, 2026 375.00 call",TSLA 04/17/26 375.0C,,375 Strike price TSLA,27 Volume
380,27,PUT,TSLA271217P00380000,"TSLA Dec 17, 2027 380.00 put",TSLA 12/17/27 380.0P,,380 Strike price TSLA,27 Volume
260,27,PUT,TSLA251205P00260000,"TSLA Dec 5, 2025 260.00 put",TSLA 12/05/25 260.0P,,260 Strike price TSLA,27 Volume
370,27,PUT,TSLA260417P00370000,"TSLA Apr 17, 2026 370.00 put",TSLA 04/17/26 370.0P,,370 Strike price TSLA,27 Volume
650,27,CALL,TSLA251205C00650000,"TSLA Dec 5, 2025 650.00 call",TSLA 12/05/25 650.0C,,650 Strike price TSLA,27 Volume
500,27,PUT,TSLA260320P00500000,"TSLA Mar 20, 2026 500.00 put",TSLA 03/20/26 500.0P,,500 Strike price TSLA,27 Volume
820,26,CALL,TSLA270115C00820000,"TSLA Jan 15, 2027 820.00 call",TSLA 01/15/27 820.0C,,820 Strike price TSLA,26 Volume
180,26,PUT,TSLA260116P00180000,"TSLA Jan 16, 2026 180.00 put",TSLA 01/16/26 180.0P,,180 Strike price TSLA,26 Volume
920,26,CALL,TSLA260116C00920000,"TSLA Jan 16, 2026 920.00 call",TSLA 01/16/26 920.0C,,920 Strike price TSLA,26 Volume
440,26,CALL,TSLA271217C00440000,"TSLA Dec 17, 2027 440.00 call",TSLA 12/17/27 440.0C,,440 Strike price TSLA,26 Volume
387.5,26,CALL,TSLA251107C00387500,"TSLA Nov 7, 2025 387.50 call",TSLA 11/07/25 387.5C,,388 Strike price TSLA,26 Volume
490,26,CALL,TSLA260821C00490000,"TSLA Aug 21, 2026 490.00 call",TSLA 08/21/26 490.0C,,490 Strike price TSLA,26 Volume
160,26,PUT,TSLA260220P00160000,"TSLA Feb 20, 2026 160.00 put",TSLA 02/20/26 160.0P,,160 Strike price TSLA,26 Volume
740,26,CALL,TSLA260918C00740000,"TSLA Sep 18, 2026 740.00 call",TSLA 09/18/26 740.0C,,740 Strike price TSLA,26 Volume
165,26,PUT,TSLA251107P00165000,"TSLA Nov 7, 2025 165.00 put",TSLA 11/07/25 165.0P,,165 Strike price TSLA,26 Volume
670,26,CALL,TSLA251219C00670000,"TSLA Dec 19, 2025 670.00 call",TSLA 12/19/25 670.0C,,670 Strike price TSLA,26 Volume
340,26,PUT,TSLA260417P00340000,"TSLA Apr 17, 2026 340.00 put",TSLA 04/17/26 340.0P,,340 Strike price TSLA,26 Volume
460,26,PUT,TSLA260918P00460000,"TSLA Sep 18, 2026 460.00 put",TSLA 09/18/26 460.0P,,460 Strike price TSLA,26 Volume
515,26,PUT,TSLA251121P00515000,"TSLA Nov 21, 2025 515.00 put",TSLA 11/21/25 515.0P,,515 Strike price TSLA,26 Volume
470,25,PUT,TSLA251205P00470000,"TSLA Dec 5, 2025 470.00 put",TSLA 12/05/25 470.0P,,470 Strike price TSLA,25 Volume
760,25,CALL,TSLA251121C00760000,"TSLA Nov 21, 2025 760.00 call",TSLA 11/21/25 760.0C,,760 Strike price TSLA,25 Volume
520,25,CALL,TSLA270115C00520000,"TSLA Jan 15, 2027 520.00 call",TSLA 01/15/27 520.0C,,520 Strike price TSLA,25 Volume
615,25,CALL,TSLA251114C00615000,"TSLA Nov 14, 2025 615.00 call",TSLA 11/14/25 615.0C,,615 Strike price TSLA,25 Volume
365,25,PUT,TSLA251128P00365000,"TSLA Nov 28, 2025 365.00 put",TSLA 11/28/25 365.0P,,365 Strike price TSLA,25 Volume
400,25,PUT,TSLA260918P00400000,"TSLA Sep 18, 2026 400.00 put",TSLA 09/18/26 400.0P,,400 Strike price TSLA,25 Volume
385,25,CALL,TSLA260116C00385000,"TSLA Jan 16, 2026 385.00 call",TSLA 01/16/26 385.0C,,385 Strike price TSLA,25 Volume
180,25,PUT,TSLA251128P00180000,"TSLA Nov 28, 2025 180.00 put",TSLA 11/28/25 180.0P,,180 Strike price TSLA,25 Volume
395,25,CALL,TSLA251121C00395000,"TSLA Nov 21, 2025 395.00 call",TSLA 11/21/25 395.0C,,395 Strike price TSLA,25 Volume
370,25,CALL,TSLA260320C00370000,"TSLA Mar 20, 2026 370.00 call",TSLA 03/20/26 370.0C,,370 Strike price TSLA,25 Volume
510,25,CALL,TSLA260918C00510000,"TSLA Sep 18, 2026 510.00 call",TSLA 09/18/26 510.0C,,510 Strike price TSLA,25 Volume
390,25,PUT,TSLA260515P00390000,"TSLA May 15, 2026 390.00 put",TSLA 05/15/26 390.0P,,390 Strike price TSLA,25 Volume
310,25,CALL,TSLA251121C00310000,"TSLA Nov 21, 2025 310.00 call",TSLA 11/21/25 310.0C,,310 Strike price TSLA,25 Volume
385,25,CALL,TSLA251128C00385000,"TSLA Nov 28, 2025 385.00 call",TSLA 11/28/25 385.0C,,385 Strike price TSLA,25 Volume
410,25,PUT,TSLA260220P00410000,"TSLA Feb 20, 2026 410.00 put",TSLA 02/20/26 410.0P,,410 Strike price TSLA,25 Volume
497.5,25,PUT,TSLA251114P00497500,"TSLA Nov 14, 2025 497.50 put",TSLA 11/14/25 497.5P,,498 Strike price TSLA,25 Volume
410,25,CALL,TSLA260618C00410000,"TSLA Jun 18, 2026 410.00 call",TSLA 06/18/26 410.0C,,410 Strike price TSLA,25 Volume
850,25,CALL,TSLA260618C00850000,"TSLA Jun 18, 2026 850.00 call",TSLA 06/18/26 850.0C,,850 Strike price TSLA,25 Volume
660,25,CALL,TSLA260220C00660000,"TSLA Feb 20, 2026 660.00 call",TSLA 02/20/26 660.0C,,660 Strike price TSLA,25 Volume
390,25,PUT,TSLA271217P00390000,"TSLA Dec 17, 2027 390.00 put",TSLA 12/17/27 390.0P,,390 Strike price TSLA,25 Volume
400,25,PUT,TSLA280121P00400000,"TSLA Jan 21, 2028 400.00 put",TSLA 01/21/28 400.0P,,400 Strike price TSLA,25 Volume
605,24,CALL,TSLA251128C00605000,"TSLA Nov 28, 2025 605.00 call",TSLA 11/28/25 605.0C,,605 Strike price TSLA,24 Volume
480,24,PUT,TSLA260821P00480000,"TSLA Aug 21, 2026 480.00 put",TSLA 08/21/26 480.0P,,480 Strike price TSLA,24 Volume
615,24,CALL,TSLA251205C00615000,"TSLA Dec 5, 2025 615.00 call",TSLA 12/05/25 615.0C,,615 Strike price TSLA,24 Volume
630,24,CALL,TSLA260320C00630000,"TSLA Mar 20, 2026 630.00 call",TSLA 03/20/26 630.0C,,630 Strike price TSLA,24 Volume
840,24,CALL,TSLA251205C00840000,"TSLA Dec 5, 2025 840.00 call",TSLA 12/05/25 840.0C,,840 Strike price TSLA,24 Volume
355,24,CALL,TSLA251107C00355000,"TSLA Nov 7, 2025 355.00 call",TSLA 11/07/25 355.0C,,355 Strike price TSLA,24 Volume
245,24,PUT,TSLA260417P00245000,"TSLA Apr 17, 2026 245.00 put",TSLA 04/17/26 245.0P,,245 Strike price TSLA,24 Volume
850,24,CALL,TSLA261218C00850000,"TSLA Dec 18, 2026 850.00 call",TSLA 12/18/26 850.0C,,850 Strike price TSLA,24 Volume
340,24,CALL,TSLA251121C00340000,"TSLA Nov 21, 2025 340.00 call",TSLA 11/21/25 340.0C,,340 Strike price TSLA,24 Volume
250,24,PUT,TSLA260417P00250000,"TSLA Apr 17, 2026 250.00 put",TSLA 04/17/26 250.0P,,250 Strike price TSLA,24 Volume
330,24,PUT,TSLA260417P00330000,"TSLA Apr 17, 2026 330.00 put",TSLA 04/17/26 330.0P,,330 Strike price TSLA,24 Volume
720,24,CALL,TSLA251219C00720000,"TSLA Dec 19, 2025 720.00 call",TSLA 12/19/25 720.0C,,720 Strike price TSLA,24 Volume
320,24,PUT,TSLA251128P00320000,"TSLA Nov 28, 2025 320.00 put",TSLA 11/28/25 320.0P,,320 Strike price TSLA,24 Volume
250,24,PUT,TSLA270617P00250000,"TSLA Jun 17, 2027 250.00 put",TSLA 06/17/27 250.0P,,250 Strike price TSLA,24 Volume
420,24,CALL,TSLA260417C00420000,"TSLA Apr 17, 2026 420.00 call",TSLA 04/17/26 420.0C,,420 Strike price TSLA,24 Volume
450,24,CALL,TSLA271217C00450000,"TSLA Dec 17, 2027 450.00 call",TSLA 12/17/27 450.0C,,450 Strike price TSLA,24 Volume
352.5,24,CALL,TSLA251114C00352500,"TSLA Nov 14, 2025 352.50 call",TSLA 11/14/25 352.5C,,353 Strike price TSLA,24 Volume
850,24,CALL,TSLA260220C00850000,"TSLA Feb 20, 2026 850.00 call",TSLA 02/20/26 850.0C,,850 Strike price TSLA,24 Volume
650,24,CALL,TSLA280121C00650000,"TSLA Jan 21, 2028 650.00 call",TSLA 01/21/28 650.0C,,650 Strike price TSLA,24 Volume
400,24,CALL,TSLA260918C00400000,"TSLA Sep 18, 2026 400.00 call",TSLA 09/18/26 400.0C,,400 Strike price TSLA,24 Volume
480,24,PUT,TSLA260220P00480000,"TSLA Feb 20, 2026 480.00 put",TSLA 02/20/26 480.0P,,480 Strike price TSLA,24 Volume
660,24,CALL,TSLA260515C00660000,"TSLA May 15, 2026 660.00 call",TSLA 05/15/26 660.0C,,660 Strike price TSLA,24 Volume
5,24,CALL,TSLA260618C00005000,"TSLA Jun 18, 2026 5.00 call",TSLA 06/18/26 5.0C,,5 Strike price TSLA,24 Volume
